id,name,kana,description,rarity,group_id,group_rate,grade_value,category,tag_id,icon_id,need_skill_point,detail_url,icon_url
201022,抜け駆け禁止,ヌケガケキンシ,レース序盤に後ろの方にいると\n前方のウマ娘をわずかに焦らせ\n動きをちょっと鈍くする＜短距離＞,1,20102,1,262,1,201/301/406,30051,170,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201022,https://static.kouryaku.tools/umamusume/images/skills/30051/icon.png?width=96&height=96
201031,マイル直線◎,マイルチョクセン◎,直線で速度が少し上がる＜マイル＞,1,20103,2,262,4,202/401,20011,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201031,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201032,マイル直線○,マイルチョクセン○,直線で速度がわずかに上がる＜マイル＞,1,20103,1,217,4,202/401,20011,100,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201032,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201033,豪風一閃,ゴウフウイッセン,直線で速度が上がる＜マイル＞,2,20103,3,508,4,202/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201033,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201041,マイルコーナー◎,,コーナーで速度が少し上がる\n＜マイル＞,1,20104,2,262,4,202/401,20011,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201041,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201042,マイルコーナー○,,コーナーで速度がわずかに上がる\n＜マイル＞,1,20104,1,217,4,202/401,20011,100,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201042,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201043,豪風円刃,ゴウフウエンジン,コーナーで速度が上がる＜マイル＞,2,20104,3,508,4,202/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201043,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201051,ギアチェンジ,,レース中盤に前の方にいると\n速度が上がる＜マイル＞,2,20105,2,508,2,202/302/401,20012,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201051,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201052,ギアシフト,,レース中盤に前の方にいると\n速度がわずかに上がる＜マイル＞,1,20105,1,217,2,202/302/401,20011,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201052,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201061,アクセル全開！,アクセルゼンカイ！,レース後半に追い抜くと\n加速力が上がる＜マイル＞,2,20106,2,508,4,202/403,20042,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201061,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
201062,アクセラレーション,,レース後半に追い抜くと\n加速力がわずかに上がる＜マイル＞,1,20106,1,217,4,202/403,20041,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201062,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
201071,姉御肌,アネゴハダ,追い抜こうとすると速度が上がる\n＜マイル＞,2,20107,2,334,4,202/401,20012,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201071,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201072,負けん気,マケンキ,追い抜こうとすると\n速度がわずかに上がる＜マイル＞,1,20107,1,217,4,202/401,20011,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201072,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201081,スピードグリード,,レース中盤に前の方にいると\n後ろの速度を少し奪う＜マイル＞,2,20108,2,461,2,202/302/406,30012,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201081,https://static.kouryaku.tools/umamusume/images/skills/30012/icon.png?width=96&height=96
201082,スピードイーター,,レース中盤に前の方にいると\n後ろの速度をわずかに奪う＜マイル＞,1,20108,1,217,2,202/302/406,30011,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201082,https://static.kouryaku.tools/umamusume/images/skills/30011/icon.png?width=96&height=96
201091,布陣,フジン,レース序盤に後ろにいると\n前の動きを鈍くする＜マイル＞,2,20109,2,508,1,202/301/406,30022,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201091,https://static.kouryaku.tools/umamusume/images/skills/30022/icon.png?width=96&height=96
201092,布石,フセキ,レース序盤に後ろにいると\n前の動きをわずかに鈍くする＜マイル＞,1,20109,1,217,1,202/301/406,30021,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201092,https://static.kouryaku.tools/umamusume/images/skills/30021/icon.png?width=96&height=96
201101,中距離直線◎,チュウキョリチョクセン◎,直線で速度が少し上がる＜中距離＞,1,20110,2,262,4,203/401,20011,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201101,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201102,中距離直線○,チュウキョリチョクセン○,直線で速度がわずかに上がる＜中距離＞,1,20110,1,217,4,203/401,20011,100,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201102,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201103,光芒一閃,コウボウイッセン,直線で速度が上がる＜中距離＞,2,20110,3,508,4,203/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201103,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201111,中距離コーナー◎,チュウキョリコーナー◎,コーナーで速度が少し上がる\n＜中距離＞,1,20111,2,262,4,203/401,20011,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201111,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201112,中距離コーナー○,チュウキョリコーナー○,コーナーで速度がわずかに上がる\n＜中距離＞,1,20111,1,217,4,203/401,20011,100,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201112,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201113,光芒円刃,コウボウエンジン,コーナーで速度が上がる＜中距離＞,2,20111,3,508,4,203/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201113,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201121,千里眼,センリガン,レース序盤に観察力が高まり\n視野を広く持てる＜中距離＞,2,20112,2,334,1,203/301/405,20092,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201121,https://static.kouryaku.tools/umamusume/images/skills/20092/icon.png?width=96&height=96
201122,ホークアイ,,レース序盤に観察力が高まり\n視野を少し広く持てる＜中距離＞,1,20112,1,129,1,203/301/405,20091,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201122,https://static.kouryaku.tools/umamusume/images/skills/20091/icon.png?width=96&height=96
201131,ライトニングステップ,,レース中盤にしばらくの間\nコース取りが上手くなり\n加速力が少し上がる＜中距離＞,2,20113,2,394,2,203/302/403,20052,140,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201131,https://static.kouryaku.tools/umamusume/images/skills/20052/icon.png?width=96&height=96
201132,イナズマステップ,,レース中盤にしばらくの間\nコース取りが少し上手くなり\n加速力がわずかに上がる＜中距離＞,1,20113,1,174,2,203/302/403,20051,140,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201132,https://static.kouryaku.tools/umamusume/images/skills/20051/icon.png?width=96&height=96
201141,神業ステップ,カミワザステップ,左右に移動するとき持久力を回復する\n＜中距離＞,2,20114,2,508,4,203/402,20022,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201141,https://static.kouryaku.tools/umamusume/images/skills/20022/icon.png?width=96&height=96
201142,軽やかステップ,カロヤカステップ,左右に移動するとき\n持久力をわずかに回復する＜中距離＞,1,20114,1,217,4,203/402,20021,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201142,https://static.kouryaku.tools/umamusume/images/skills/20021/icon.png?width=96&height=96
201151,独占力,ドクセンリョク,レース終盤に後ろの方にいると\n前の速度を下げる＜中距離＞,2,20115,2,508,3,203/303/406,30012,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201151,https://static.kouryaku.tools/umamusume/images/skills/30012/icon.png?width=96&height=96
201152,束縛,ソクバク,レース終盤に後ろの方にいると\n前の速度をわずかに下げる＜中距離＞,1,20115,1,217,3,203/303/406,30011,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201152,https://static.kouryaku.tools/umamusume/images/skills/30011/icon.png?width=96&height=96
201161,魅惑のささやき,ミワクノササヤキ,レース中盤にすぐ前のウマ娘を\n戸惑わせる＜中距離＞,2,20116,2,508,2,203/302/406,30052,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201161,https://static.kouryaku.tools/umamusume/images/skills/30052/icon.png?width=96&height=96
201162,ささやき,ササヤキ,レース中盤にすぐ前のウマ娘を\nわずかに戸惑わせる＜中距離＞,1,20116,1,217,2,203/302/406,30051,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201162,https://static.kouryaku.tools/umamusume/images/skills/30051/icon.png?width=96&height=96
201171,長距離直線◎,チョウキョリチョクセン◎,直線で速度が少し上がる＜長距離＞,1,20117,2,262,4,204/401,20011,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201171,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201172,長距離直線○,チョウキョリチョクセン○,直線で速度がわずかに上がる＜長距離＞,1,20117,1,217,4,204/401,20011,100,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201172,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201173,烈風一閃,レップウイッセン,直線で速度が上がる＜長距離＞,2,20117,3,508,4,204/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201173,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201181,長距離コーナー◎,チョウキョリコーナー◎,コーナーで速度が少し上がる\n＜長距離＞,1,20118,2,262,4,204/401,20011,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201181,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201182,長距離コーナー○,チョウキョリコーナー○,コーナーで速度がわずかに上がる\n＜長距離＞,1,20118,1,217,4,204/401,20011,100,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201182,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201183,烈風円刃,レップウエンジン,コーナーで速度が上がる＜長距離＞,2,20118,3,508,4,204/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201183,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201191,先陣の心得,センジンノココロエ,レース中盤に差をつけ先頭だと\n速度が上がる＜長距離＞,2,20119,2,508,2,204/302/401,20012,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201191,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201192,リードキープ,,レース中盤に差をつけ先頭だと\n速度がわずかに上がる＜長距離＞,1,20119,1,217,2,204/302/401,20011,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201192,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201201,VIP顔パス,ビップカオパス,追い抜く気持ちが湧き\n疲れにくくなる＜長距離＞,2,20120,2,508,4,204/402,20022,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201201,https://static.kouryaku.tools/umamusume/images/skills/20022/icon.png?width=96&height=96
201202,パス上手,パスジョウズ,追い抜く気持ちが湧き\nわずかに疲れにくくなる＜長距離＞,1,20120,1,217,4,204/402,20021,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201202,https://static.kouryaku.tools/umamusume/images/skills/20021/icon.png?width=96&height=96
201211,怒涛の追い上げ,ドトウノオイアゲ,レース終盤で追い抜くと\n速度が上がり加速力がちょっと上がる\n＜長距離＞,2,20121,2,508,3,204/303/401/403,20012,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201211,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201212,追い上げ,オイアゲ,レース終盤で追い抜くと\n速度がわずかに上がり加速力が\nほんのちょっと上がる＜長距離＞,1,20121,1,217,3,204/303/401/403,20011,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201212,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201221,スタミナグリード,,レース中盤で後ろの方にいると\n前方の持久力をわずかに奪う＜長距離＞,2,20122,2,461,2,204/302/402/406,30052,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201221,https://static.kouryaku.tools/umamusume/images/skills/30052/icon.png?width=96&height=96
201222,スタミナイーター,,レース中盤で後ろの方にいると\n前方の持久力をちょっと奪う＜長距離＞,1,20122,1,217,2,204/302/402/406,30051,160,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201222,https://static.kouryaku.tools/umamusume/images/skills/30051/icon.png?width=96&height=96
201231,奇術師,キジュツシ,レース終盤で前方のウマ娘の\n視野が狭くなる＜長距離＞,2,20123,2,334,3,204/303/406,30072,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201231,https://static.kouryaku.tools/umamusume/images/skills/30072/icon.png?width=96&height=96
201232,目くらまし,メクラマシ,レース終盤で前方のウマ娘の\n視野が少し狭くなる＜長距離＞,1,20123,1,129,3,204/303/406,30071,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201232,https://static.kouryaku.tools/umamusume/images/skills/30071/icon.png?width=96&height=96
201241,逃げ直線◎,ニゲチョクセン◎,直線で速度が少し上がる\n＜作戦・逃げ＞,1,20124,2,262,4,101/401,20011,140,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201241,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201242,逃げ直線○,ニゲチョクセン○,直線で速度がわずかに上がる\n＜作戦・逃げ＞,1,20124,1,217,4,101/401,20011,130,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201242,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201243,陣風一閃,ジンプウイッセン,直線で速度が上がる\n＜作戦・逃げ＞,2,20124,3,508,4,101/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201243,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201251,逃げコーナー◎,ニゲコーナー◎,コーナーで速度が少し上がる\n＜作戦・逃げ＞,1,20125,2,262,4,101/401,20011,140,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201251,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201252,逃げコーナー○,ニゲコーナー○,コーナーで速度がわずかに上がる\n＜作戦・逃げ＞,1,20125,1,217,4,101/401,20011,130,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201252,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201253,陣風円刃,ジンプウエンジン,コーナーで速度が上がる＜作戦・逃げ＞,2,20125,3,508,4,101/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201253,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201261,シックスセンス,,レース序盤に前が詰まるか競り合うと\nコース取りが上手くなり\nバ場の真ん中に向かって移動する\n＜作戦・逃げ＞,2,20126,2,334,1,101/301/403,20052,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201261,https://static.kouryaku.tools/umamusume/images/skills/20052/icon.png?width=96&height=96
201262,危険回避,キケンカイヒ,レース序盤に前が詰まるか競り合うと\nコース取りが少し上手くなり\nバ場の真ん中に向かって移動する\n＜作戦・逃げ＞,1,20126,1,129,1,101/301/403,20051,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201262,https://static.kouryaku.tools/umamusume/images/skills/20051/icon.png?width=96&height=96
201271,トップランナー,,レース序盤または中盤に\n追い抜かれるか競り合ったとき\n速度が上がる＜作戦・逃げ＞,2,20127,2,508,4,101/301/302/401,20012,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201271,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201272,先頭プライド,セントウプライド,レース序盤または中盤に\n追い抜かれるか競り合ったとき\n速度がわずかに上がる＜作戦・逃げ＞,1,20127,1,217,4,101/301/302/401,20011,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201272,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201281,じゃじゃウマ娘,ジャジャウマムスメ,上り坂で疲れにくくなる\n＜作戦・逃げ＞,2,20128,2,508,4,101/402,20022,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201281,https://static.kouryaku.tools/umamusume/images/skills/20022/icon.png?width=96&height=96
201282,勢い任せ,イキオイマカセ,上り坂でわずかに疲れにくくなる\n＜作戦・逃げ＞,1,20128,1,217,4,101/402,20021,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201282,https://static.kouryaku.tools/umamusume/images/skills/20021/icon.png?width=96&height=96
201291,再燃焼,サイネンショウ,レース終盤に持久力を少し使って\n加速力を上げる＜作戦・逃げ＞,2,20129,2,508,3,101/303/403,20042,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201291,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
201292,二の矢,ニノヤ,レース終盤に持久力を少し使って\n加速力をわずかに上げる＜作戦・逃げ＞,1,20129,1,217,3,101/303/403,20041,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201292,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
201302,リスタート,,レース序盤にハナを取れていないと\n前のウマ娘の動きをわずかに鈍くする\n＜作戦・逃げ＞,1,20130,1,217,1,101/301/406,30021,130,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201302,https://static.kouryaku.tools/umamusume/images/skills/30021/icon.png?width=96&height=96
201311,先行直線◎,センコウチョクセン◎,直線で速度が少し上がる\n＜作戦・先行＞,1,20131,2,262,4,102/401,20011,140,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201311,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201312,先行直線○,センコウチョクセン○,直線で速度がわずかに上がる\n＜作戦・先行＞,1,20131,1,217,4,102/401,20011,130,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201312,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201313,勇迅一閃,ユウジンイッセン,直線で速度が上がる\n＜作戦・先行＞,2,20131,3,508,4,102/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201313,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201321,先行コーナー◎,センコウコーナー◎,コーナーで速度が少し上がる\n＜作戦・先行＞,1,20132,2,262,4,102/401,20011,140,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201321,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201322,先行コーナー○,センコウコーナー○,コーナーで速度がわずかに上がる\n＜作戦・先行＞,1,20132,1,217,4,102/401,20011,130,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201322,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201323,勇迅円刃,ユウジンエンジン,コーナーで速度が上がる\n＜作戦・先行＞,2,20132,3,508,4,102/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201323,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201331,技巧派,ギコウハ,左右に移動するとき加速力が少し上がる\n＜作戦・先行＞,2,20133,2,334,4,102/403,20042,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201331,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
201332,巧みなステップ,タクミナステップ,左右に移動するとき\n加速力がわずかに上がる＜作戦・先行＞,1,20133,1,217,4,102/403,20041,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201332,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
201341,決意の直滑降,ケツイノチョッカッコウ,下り坂で加速力が少し上がる\n＜作戦・先行＞,2,20134,2,334,4,102/403,20042,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201341,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
201342,直滑降,チョッカッコウ,下り坂で加速力がわずかに上がる\n＜作戦・先行＞,1,20134,1,217,4,102/403,20041,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201342,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
201351,食いしん坊,クイシンボウ,レース中盤に持久力が回復する\n＜作戦・先行＞,2,20135,2,508,2,102/302/402,20022,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201351,https://static.kouryaku.tools/umamusume/images/skills/20022/icon.png?width=96&height=96
201352,栄養補給,エイヨウホキュウ,レース中盤に持久力がわずかに回復する\n＜作戦・先行＞,1,20135,1,217,2,102/302/402,20021,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201352,https://static.kouryaku.tools/umamusume/images/skills/20021/icon.png?width=96&height=96
201361,くじけぬ精神,クジケヌセイシン,レース中盤に後ろの方にいると\n加速力が少し上がる＜作戦・先行＞,2,20136,2,334,2,102/302/403,20042,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201361,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
201362,まき直し,マキナオシ,レース中盤に後ろの方にいると\n加速力がわずかに上がる＜作戦・先行＞,1,20136,1,217,2,102/302/403,20041,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201362,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
201371,幻惑のかく乱,ゲンワクノカクラン,レース終盤に前の方にいると後方の\n視野が少し狭くなる＜作戦・先行＞,2,20137,2,334,3,102/303/406,30072,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201371,https://static.kouryaku.tools/umamusume/images/skills/30072/icon.png?width=96&height=96
201372,かく乱,カクラン,レース終盤に前の方にいると後方の\n視野がわずかに狭くなる＜作戦・先行＞,1,20137,1,85,3,102/303/406,30071,110,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201372,https://static.kouryaku.tools/umamusume/images/skills/30071/icon.png?width=96&height=96
201381,差し直線◎,サシチョクセン◎,直線で速度が少し上がる\n＜作戦・差し＞,1,20138,2,262,4,103/401,20011,140,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201381,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201382,差し直線○,サシチョクセン○,直線で速度がわずかに上がる\n＜作戦・差し＞,1,20138,1,217,4,103/401,20011,130,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201382,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201383,鋭脚一閃,エイキャクイッセン,直線で速度が上がる\n＜作戦・差し＞,2,20138,3,508,4,103/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201383,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201391,差しコーナー◎,サシコーナー◎,コーナーで速度が少し上がる\n＜作戦・差し＞,1,20139,2,262,4,103/401,20011,140,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201391,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201392,差しコーナー○,サシコーナー○,コーナーで速度がわずかに上がる\n＜作戦・差し＞,1,20139,1,217,4,103/401,20011,130,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201392,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201393,鋭脚円刃,エイキャクエンジン,コーナーで速度が上がる＜作戦・差し＞,2,20139,3,508,4,103/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201393,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201401,努力家,ドリョクカ,追い抜こうとするときしばらくの間\n加速力が少し上がる＜作戦・差し＞,2,20140,2,334,4,103/403,20042,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201401,https://static.kouryaku.tools/umamusume/images/skills/20042/icon.png?width=96&height=96
201402,がんばり屋,ガンバリヤ,追い抜こうとするときしばらくの間\n加速力がわずかに上がる＜作戦・差し＞,1,20140,1,217,4,103/403,20041,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201402,https://static.kouryaku.tools/umamusume/images/skills/20041/icon.png?width=96&height=96
201411,百万バリキ,ヒャクマンバリキ,上り坂で速度が上がる\n＜作戦・差し＞,2,20141,2,334,4,103/401,20012,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201411,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
201412,十万バリキ,ジュウマンバリキ,上り坂で速度がわずかに上がる\n＜作戦・差し＞,1,20141,1,217,4,103/401,20011,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201412,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201421,リラックス,,レース中盤に中団以降にいると\n持久力を回復する＜作戦・差し＞,2,20142,2,508,2,103/302/402,20022,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201421,https://static.kouryaku.tools/umamusume/images/skills/20022/icon.png?width=96&height=96
201422,小休憩,ショウキュウケイ,レース中盤に中団以降にいると\n持久力をわずかに回復する\n＜作戦・差し＞,1,20142,1,217,2,103/302/402,20021,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201422,https://static.kouryaku.tools/umamusume/images/skills/20021/icon.png?width=96&height=96
201431,大局観,タイキョクカン,レース中盤に観察力が高まり\n視野を広く持てる＜作戦・差し＞,2,20143,2,334,2,103/302/405,20092,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201431,https://static.kouryaku.tools/umamusume/images/skills/20092/icon.png?width=96&height=96
201432,読解力,ドッカイリョク,レース中盤に観察力が高まり視野を\nわずかに広く持てる＜作戦・差し＞,1,20143,1,85,2,103/302/405,20091,120,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201432,https://static.kouryaku.tools/umamusume/images/skills/20091/icon.png?width=96&height=96
201441,八方にらみ,ハッポウニラミ,レース終盤に他のウマ娘が\n動揺する＜作戦・差し＞,2,20144,2,508,3,103/303/406,30052,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201441,https://static.kouryaku.tools/umamusume/images/skills/30052/icon.png?width=96&height=96
201442,鋭い眼光,スルドイガンコウ,レース終盤に他のウマ娘が\nわずかに動揺する＜作戦・差し＞,1,20144,1,217,3,103/303/406,30051,180,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201442,https://static.kouryaku.tools/umamusume/images/skills/30051/icon.png?width=96&height=96
201451,追込直線◎,オイコミチョクセン◎,直線で速度が少し上がる\n＜作戦・追込＞,1,20145,2,262,4,104/401,20011,140,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201451,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201452,追込直線○,オイコミチョクセン○,直線で速度がわずかに上がる\n＜作戦・追込＞,1,20145,1,217,4,104/401,20011,130,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201452,https://static.kouryaku.tools/umamusume/images/skills/20011/icon.png?width=96&height=96
201453,月影一閃,ゲツエイイッセン,直線で速度が上がる\n＜作戦・追込＞,2,20145,3,508,4,104/401,20012,150,https://xn--gck1f423k.xn--1bvt37a.tools/skills/201453,https://static.kouryaku.tools/umamusume/images/skills/20012/icon.png?width=96&height=96
